original	target	ner_tag
葛从周留张存敬氏叔琮守沧州寨自将精兵逆战于老鸦堤大破仁恭斩首三万级仁恭走保瓦桥	葛从周留张存敬、氏叔琮守沧州寨，自将精兵逆战于老鸦堤，大破仁恭，斩首三万级，仁恭走保瓦桥。	[13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
光薨宣仁太后问可为台谏于吕公著公著以安世对	光薨，宣仁太后问可为台谏于吕公著，公著以安世对。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
秋九月甲午舆驾幸玄武湖肆舻舰阅武宴群臣赋诗	秋九月甲午，舆驾幸玄武湖，肆舻舰阅武，宴群臣赋诗。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
未几上复以熊文灿代家祯专抚贼	未几，上复以熊文灿代家祯，专抚贼。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
天子授武俊恒州刺史以康日知为深赵二州观察使	天子授武俊恒州刺史，以康日知为深、赵二州观察使。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 0]
世祖在潜邸召见应对称旨命佐卜怜吉带将游骑戍淮南	世祖在潜邸召见，应对称旨，命佐卜怜吉带，将游骑戍淮南。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
使建威将军孙处自海道袭番禺戒之曰我十二月必破祅寇卿亦足至番禺先倾其巢窟也	使建威将军孙处自海道袭番禺，戒之曰：我十二月必破祅寇，卿亦足至番禺，先倾其巢窟也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
言事者疑福有异志重诲亦言福必负朝廷	言事者疑福有异志，重诲亦言福必负朝廷。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
圣宗钦哀皇后萧氏小字耨斤淳钦皇后弟阿古只五世孙	圣宗钦哀皇后萧氏，小字耨斤，淳钦皇后弟阿古只五世孙。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
拚前而退聚于户内	拚前而退，聚于户内。	[13, 13, 13, 2, 13, 13, 13, 0]
丙寅薛朗伏诛	丙寅，薛朗伏诛。	[13, 2, 13, 13, 13, 0]
十月以京兆尹韩愈为兵部侍郎以御史中丞李绅为江西观察使	十月，以京兆尹韩愈为兵部侍郎，以御史中丞李绅为江西观察使。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
而授时历考之乃在牛宿二度	而《授时历》考之，乃在牛宿二度。	[10, 13, 13, 11, 13, 2, 13, 13, 13, 13, 13, 0]
歘然而起就潭水盥手靧面	歘然而起，就潭水盥手靧面。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
弗听遂跻之	弗听，遂跻之。	[13, 2, 13, 13, 0]
少有盛名	少有盛名。	[13, 13, 13, 0]
及宣伯奔齐馈之宣伯曰鲁以先子之故将存吾宗必召女召女何如	及宣伯奔齐，馈之。宣伯曰：鲁以先子之故，将存吾宗，必召女。召女何如？	[13, 13, 13, 13, 2, 13, 0, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0, 13, 13, 13, 9]
己丑太阴犯毕荧惑犯进贤	己丑，太阴犯毕，荧惑犯进贤。	[13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
初禹锡宗元等八人犯众怒宪宗亦怒故再贬	初，禹锡、宗元等八人犯众怒，宪宗亦怒，故再贬。	[2, 13, 8, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
天顺元年总兵官沐璘奏刀霸羡自杀弟板雅忠等已推兄三宝历代承职	天顺元年，总兵官沐璘奏：刀霸羡自杀，弟板雅忠等已推兄三宝历代承职。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
寻兼集贤大学士	寻兼集贤大学士。	[13, 13, 13, 13, 13, 13, 0]
因言其便有九	因言其便有九：	[13, 13, 13, 13, 13, 3]
高帝无言敬则因大声宣旨往东宫命装束	高帝无言，敬则因大声宣旨往东宫，命装束。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
梁元帝大惧送子方略为质并送载书请魏以石城为限梁以安陆为界	梁元帝大惧，送子方略为质，并送载书，请魏以石城为限，梁以安陆为界。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
及决东去元城不忧水故遂不堤塞	及决东去，元城不忧水，故遂不堤塞。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
桓公许之	桓公许之。	[13, 13, 13, 0]
文宣试与言曰汝平生勤修行善若如经言应得升天或在人道何故乃坠此鬼中	文宣试与言曰：汝平生勤修行善，若如经言，应得升天，或在人道，何故乃坠此鬼中。	[13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
开运末冯玉李彦韬用事以桑维翰才望素重而莹柔而可制因共称之乃出维翰复莹相位加宏文馆大学士	开运末，冯玉、李彦韬用事，以桑维翰才望素重，而莹柔而可制，因共称之，乃出维翰，复莹相位，加宏文馆大学士。	[13, 13, 2, 13, 8, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
募民耕江南旷土户不过五顷官授之券俾为永业三年后征租	募民耕江南旷土，户不过五顷，官授之券，俾为永业，三年后征租。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
其弓力倍加常人	其弓力倍加常人。	[13, 13, 13, 13, 13, 13, 0]
茂回顾见二沙门来入祠中	茂回顾，见二沙门来，入祠中。	[13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 0]
坚阵敦□所以攻槥也	坚阵敦□，所以攻槥也。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
擒虎有愧色	擒虎有愧色。	[13, 13, 13, 13, 0]
镇守广西总兵官一人旧为副总兵嘉靖四十五年改设驻桂林府	镇守广西总兵官一人，旧为副总兵，嘉靖四十五年改设，驻桂林府。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
行俭曰才名有之爵禄盖寡	行俭曰：才名有之，爵禄盖寡。	[13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 0]
吐蕃寇泾州邠州	吐蕃寇泾州、邠州。	[13, 13, 13, 13, 8, 13, 0]
金兵十余万保少室山太平寨守贤以三千人介其中度其帅完颜延寿无守御之才癸巳正月望夕延寿击球为嬉守贤潜遣轻捷者数十人缘崖蚁附以登杀其守卒遂大纵兵入破之下令禁无抄掠悉收余众以归	金兵十余万，保少室山太平寨，守贤以三千人介其中，度其帅完颜延寿无守御之才，癸巳正月望夕，延寿击球为嬉，守贤潜遣轻捷者数十人，缘崖蚁附以登，杀其守卒，遂大纵兵入，破之，下令禁无抄掠，悉收余众以归。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
曰皆始皇且死之妖也	曰：皆始皇且死之妖也。	[3, 13, 13, 13, 13, 13, 13, 13, 0]
凡亡士卒二百二十人船十一艘粮万四千三百石有奇	凡亡士卒二百二十人、船十一艘、粮万四千三百石有奇。	[13, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 0]
王脱信邪弃义举旗南指纵无匹马只轮犹欲奋空拳而争死	王脱信邪弃义，举旗南指，纵无匹马只轮，犹欲奋空拳而争死。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
丙辰右金吾卫大将军高霞寓卒	丙辰，右金吾卫大将军高霞寓卒。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
癸未还都十月辛卯西南路招讨使哲典以赃罪伏诛	癸未，还都。十月辛卯，西南路招讨使哲典以赃罪，伏诛。	[13, 2, 13, 0, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 0]
甲寅前太子詹事床兀儿伏诛	甲寅，前太子詹事床兀儿伏诛。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
除新安王国上将军	除新安王国上将军。	[13, 13, 13, 13, 13, 13, 13, 0]
泰因元毘上表称臣岳忽罹非命都督寇洛等令臣权掌军事	泰因元毘上表称：臣岳忽罹非命，都督寇洛等令臣权掌军事。	[13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
十二月癸卯都亭靖侯谢朏卒	十二月，癸卯，都亭靖侯谢朏卒。	[13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 13, 0]
出为沧州刺史	出为沧州刺史。	[13, 13, 13, 13, 13, 0]
晋高祖入立赠太子少师	晋高祖入立，赠太子少师。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
初荆覆亡衣冠士人多没为贱	初，荆覆亡，衣冠士人，多没为贱。	[2, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
夫言如是齐王初使之去者非天命乎	夫言如是，齐王初使之去者，非天命乎？	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 9]
十一月己丑行幸缑氏登百岯山赐百官从臣布各有差	十一月己丑，行幸缑氏，登百岯山，赐百官从臣布，各有差。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 0]
遂亲帅师往救而珍已入城杀福通	遂亲帅师往救，而珍已入城杀福通。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
丹阳晋陵吴郡吴兴临海五郡又大水稻稼荡没黎庶饥馑	丹阳、晋陵、吴郡、吴兴、临海五郡又大水，稻稼荡没，黎庶饥馑。	[13, 8, 13, 8, 13, 8, 13, 8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
及闻皇太子被害不胜哀痛以诗伤之作放怀诗二十首	及闻皇太子被害，不胜哀痛，以诗伤之，作《放怀诗》二十首。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 10, 13, 13, 11, 13, 13, 0]
可謂	可謂？	[13, 9]
子机嗣	子机嗣。	[13, 13, 0]
不服非法不行非道	不服非法，不行非道。	[13, 13, 13, 2, 13, 13, 13, 0]
延兴四年卒	延兴四年卒。	[13, 13, 13, 13, 0]
大赦改元太始	大赦，改元太始。	[13, 2, 13, 13, 13, 0]
僧粲自号平西将军湘州刺史以永阳人周舒为谋主师于建宁	僧粲自号平西将军、湘州刺史，以永阳人周舒为谋主，师于建宁。	[13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
士燮既附孙权召综为五官中郎将除合浦交阯太守	士燮既附孙权，召综为五官中郎将，除合浦、交阯太守。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 8, 13, 13, 13, 0]
八月己卯雨霁高祖引师趣霍邑	八月己卯，雨霁，高祖引师趣霍邑。	[13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 13, 0]
欲近四旁莫如中央故王者必居天下之中礼也	欲近四旁，莫如中央，故王者必居天下之中，礼也。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 0]
九月丁已朔日有食之	九月，丁已朔，日有食之。	[13, 2, 13, 13, 2, 13, 13, 13, 0]
公其审计之	公其审计之！	[13, 13, 13, 13, 12]
时余欲从海口安宁返省完省西南隅诸胜从西北富民观螳螂川下流而取道武定以往鸡足乃以行李之重者托大来令人另赍往省而余得轻具西行焉	时余欲从海口、安宁返省，完省西南隅诸胜，从西北富民观螳螂川下流，而取道武定，以往鸡足，乃以行李之重者，托大来令人另赍往省，而余得轻具西行焉。	[13, 13, 13, 13, 13, 8, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
涉圣世不知圣主是则盲者不能别青黄也知圣主不能颂是则暗者不能言是非也	涉圣世不知圣主，是则盲者不能别青黄也；知圣主不能颂，是则暗者不能言是非也。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
至是以药罗葛氏世有功不敢自名其族而尽取可汗子孙内之朝廷	至是，以药罗葛氏世有功，不敢自名其族，而尽取可汗子孙内之朝廷。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
亚夫乃传言开壁门	亚夫乃传言开壁门。	[13, 13, 13, 13, 13, 13, 13, 0]
唐同光末为华州马步军副指挥使因家于华下	唐同光末，为华州马步军副指挥使，因家于华下。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
丁亥亲录囚徒	丁亥，亲录囚徒。	[13, 2, 13, 13, 13, 0]
二十九年莽应里分道入犯一入遮放芒市一入腊撒蛮颡一入杉木笼并出陇川	二十九年，莽应里分道入犯，一入遮放、芒市，一入腊撒蛮颡，一入杉木笼，并出陇川。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
又从太监张永言发天财库及户部布政司库钱关给徵收每七十文徵银一钱且申私铸之禁	又从太监张永言，发天财库及户部布政司库钱，关给徵收，每七十文徵银一钱，且申私铸之禁。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
袁家山过观音庵不入由庵左自庵登山	袁家山。过观音庵，不入，由庵左自庵登山。	[13, 13, 0, 13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 13, 0]
于是追赠其父恆州刺史	于是追赠其父恆州刺史。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
质至领军府与贼遇未阵便奔景乘胜至阙下	质至领军府与贼遇，未阵便奔。景乘胜至阙下。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 0]
庚仲雍所谓涪内水者也	庚仲雍所谓涪内水者也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
祝酌授尸尸以醋主人亦如傧	祝酌授尸，尸以醋主人，亦如傧。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 0]
今大王自滏口乘唐国之虚连营渐进以取山北又因突厥西抄关中唐必还师自救郑围何忧不解	今大王自滏口乘唐国之虚，连营渐进，以取山北，又因突厥西抄关中，唐必还师自救，郑围何忧不解！	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 12]
太康失邦昆弟五人须于洛汭作五子之歌	太康失邦，昆弟五人须于洛汭，作《五子之歌》。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 10, 13, 13, 13, 11]
商大喜表为殿中侍御史署节度府判官御史中丞高湜荐知杂事进考功员外郎	商大喜，表为殿中侍御史，署节度府判官。御史中丞高湜荐知杂事，进考功员外郎。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
则天曰崔宣反状分明汝宽纵之	则天曰：崔宣反状分明，汝宽纵之。	[13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
汉王召让平曰先生事魏不中遂事楚而去今又从吾游信者固多心乎	汉王召让平曰：先生事魏不中，遂事楚而去，今又从吾游，信者固多心乎？	[13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 9]
梁仚定称乱河右以贵为陇西行台讨破之	梁仚定称乱河右，以贵为陇西行台讨破之。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
应四五岁刑者皆髡笞笞至一百稍行使各有差悉不复居作	应四五岁刑者，皆髡笞，笞至一百，稍行，使各有差，悉不复居作。	[13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 2, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
须臾开户呼客子使缄封箧及诏记令中黄门吴恭持以与籍武曰告武箧中有死儿埋屏处勿令人知	须臾开户，呼客子使缄封箧，及诏记令中黄门吴恭持以与籍武曰：告武，箧中有死儿，埋屏处，勿令人知！	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 2, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 12]
久之坐擅出师无据检核幽禁后乃获免	久之，坐擅出师无据，检核幽禁，后乃获免。	[13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
八月癸亥观稼仍遣使分阅苗稼	八月癸亥，观稼，仍遣使分阅苗稼。	[13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 13, 0]
天启二年冬引疾去	天启二年冬，引疾去。	[13, 13, 13, 13, 2, 13, 13, 0]
自夏以往其流不可闻已殷颂犹有存者	自夏以往，其流不可闻已，殷《颂》犹有存者。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 10, 11, 13, 13, 13, 0]
己酉遣刘延朗监侍卫步军都指挥使符彦饶军赴潞州为大军后援	己酉，遣刘延朗监侍卫步军都指挥使符彦饶军赴潞州，为大军后援。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
君子齐戒处必掩身身欲宁去声色禁耆欲安形性事欲静以待阴阳之所定	君子齐戒，处必掩身。身欲宁，去声色，禁耆欲。安形性，事欲静，以待阴阳之所定。	[13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 2, 13, 13, 2, 13, 13, 0, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
三奏安建业之曲名庆皇都虎踞龙蟠佳丽地真主开基千载风云会	三奏《安建业之曲》。名《庆皇都》：虎踞龙蟠佳丽地，真主开基，千载风云会。	[13, 10, 13, 13, 13, 13, 11, 10, 13, 13, 11, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
悦乃与李正己各遣使诣惟岳潜谋勒兵拒命	悦乃与李正己各遣使诣惟岳，潜谋勒兵拒命。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
敢谢不才	敢谢不才。	[13, 13, 13, 0]
火炎昆冈玉石俱焚黔首相悲朝不谋夕高祖之业已沦文明之轨谁嗣	火炎昆冈，玉石俱焚，黔首相悲，朝不谋夕。高祖之业已沦，文、明之轨谁嗣？	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 2, 8, 13, 13, 13, 13, 9]
与大兴令梁毗俱为称职	与大兴令梁毗俱为称职。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
刘光世引兵趋南康军	刘光世引兵趋南康军。	[13, 13, 13, 13, 13, 13, 13, 13, 0]
太建十四年立为义阳王寻拜仁武将军置佐史	太建十四年，立为义阳王，寻拜仁武将军，置佐史。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 0]
夏后氏收而祭燕衣而养老	夏后氏收而祭，燕衣而养老。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
玄感固以衡为不可	玄感固以衡为不可。	[13, 13, 13, 13, 13, 13, 13, 0]
送车从骑相衔帷帟奠帐自灞桥属三原七十里不绝轜輴刍偶僭侈不法人臣送葬之盛无与比者	送车从骑相衔，帷帟奠帐自灞桥属三原七十里不绝，轜輴刍偶，僭侈不法，人臣送葬之盛无与比者。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
癸丑遣使加统军使萧讹都斡太子太保裨将老古金吾卫大将军萧雅哥静江军节度使耶律燕奴右监门卫大将军仍赐赉诸军士	癸丑，遣使加统军使萧讹都斡太子太保，裨将老古金吾卫大将军，萧雅哥静江军节度使，耶律燕奴右监门卫大将军，仍赐赉诸军士。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
按部雷州	按部雷州。	[13, 13, 13, 0]
长皃使遂送至长安皆入太子家	长皃使遂送至长安，皆入太子家。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
学之经莫速乎好其人隆礼次之	学之经莫速乎好其人，隆礼次之。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
袁虎少贫尝为人佣载运租	袁虎少贫，尝为人佣载运租。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
